count_date,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles,road_type
2018-04-01,127.81,67.15,469.71,46.4,193.65,19.61,3.64,5.97,0.73,1.14,1.07,32.17,969.05,Major
2018-04-02,127.62,67.0,468.9,46.39,193.24,19.56,3.63,5.96,0.73,1.14,1.07,32.08,967.32,Major
2018-04-03,127.44,66.85,468.09,46.37,192.84,19.5,3.62,5.94,0.73,1.13,1.06,31.99,965.5600000000001,Major
2018-04-04,127.25,66.7,467.27,46.36,192.44,19.45,3.62,5.92,0.73,1.13,1.06,31.91,963.8399999999999,Major
2018-04-05,127.07,66.56,466.46,46.34,192.03,19.4,3.61,5.9,0.73,1.13,1.06,31.82,962.1099999999999,Major
2018-04-06,126.88,66.41,465.66,46.33,191.63,19.34,3.6,5.89,0.72,1.13,1.06,31.73,960.3800000000001,Major
2018-04-07,126.7,66.27,464.85,46.32,191.23,19.29,3.59,5.87,0.72,1.12,1.06,31.64,958.6600000000001,Major
2018-04-08,126.51,66.12,464.05,46.3,190.83,19.23,3.58,5.85,0.72,1.12,1.05,31.56,956.9200000000001,Major
2018-04-09,126.33,65.97,463.25,46.29,190.43,19.18,3.57,5.83,0.72,1.12,1.05,31.47,955.21,Major
2018-04-10,126.15,65.83,462.45,46.28,190.03,19.12,3.56,5.82,0.72,1.11,1.05,31.38,953.5,Major
2018-04-11,125.96,65.68,461.65,46.26,189.64,19.07,3.55,5.8,0.71,1.11,1.05,31.3,951.7799999999999,Major
2018-04-12,125.78,65.54,460.85,46.25,189.24,19.02,3.55,5.78,0.71,1.11,1.05,31.21,950.09,Major
2018-04-13,125.6,65.4,460.06,46.23,188.85,18.96,3.54,5.76,0.71,1.11,1.05,31.13,948.4,Major
2018-04-14,125.42,65.25,459.27,46.22,188.45,18.91,3.53,5.75,0.71,1.1,1.04,31.04,946.69,Major
2018-04-15,125.23,65.11,458.48,46.21,188.06,18.86,3.52,5.73,0.71,1.1,1.04,30.96,945.0100000000002,Major
2018-04-16,125.05,64.96,457.69,46.19,187.66,18.81,3.51,5.71,0.71,1.1,1.04,30.87,943.3000000000001,Major
2018-04-17,124.87,64.82,456.9,46.18,187.27,18.75,3.5,5.69,0.7,1.1,1.04,30.79,941.6099999999999,Major
2018-04-18,124.69,64.68,456.12,46.16,186.88,18.7,3.49,5.68,0.7,1.09,1.04,30.7,939.9300000000001,Major
2018-04-19,124.51,64.54,455.34,46.15,186.49,18.65,3.49,5.66,0.7,1.09,1.03,30.62,938.27,Major
2018-04-20,124.33,64.4,454.56,46.14,186.1,18.6,3.48,5.64,0.7,1.09,1.03,30.53,936.6,Major
2018-04-21,124.15,64.25,453.78,46.12,185.71,18.54,3.47,5.63,0.7,1.08,1.03,30.45,934.9100000000001,Major
2018-04-22,123.97,64.11,453.0,46.11,185.32,18.49,3.46,5.61,0.69,1.08,1.03,30.37,933.2400000000001,Major
2018-04-23,123.79,63.97,452.23,46.09,184.94,18.44,3.45,5.59,0.69,1.08,1.03,30.28,931.5800000000002,Major
2018-04-24,123.61,63.83,451.46,46.08,184.55,18.39,3.44,5.58,0.69,1.08,1.02,30.2,929.9300000000002,Major
2018-04-25,123.43,63.69,450.69,46.07,184.17,18.34,3.43,5.56,0.69,1.07,1.02,30.12,928.28,Major
2018-04-26,123.25,63.55,449.92,46.05,183.78,18.29,3.43,5.54,0.69,1.07,1.02,30.03,926.6199999999999,Major
2018-04-27,123.07,63.41,449.15,46.04,183.4,18.23,3.42,5.53,0.69,1.07,1.02,29.95,924.98,Major
2018-04-28,122.89,63.27,448.39,46.02,183.02,18.18,3.41,5.51,0.68,1.07,1.02,29.87,923.3299999999998,Major
2018-04-29,122.71,63.13,447.62,46.01,182.64,18.13,3.4,5.49,0.68,1.06,1.02,29.79,921.6799999999998,Major
2018-04-30,122.54,62.99,446.86,46.0,182.25,18.08,3.39,5.48,0.68,1.06,1.01,29.7,920.04,Major
2018-05-01,122.36,62.86,446.1,45.98,181.87,18.03,3.38,5.46,0.68,1.06,1.01,29.62,918.41,Major
2018-05-02,122.18,62.72,445.34,45.97,181.5,17.98,3.38,5.44,0.68,1.05,1.01,29.54,916.79,Major
2018-05-03,122.01,62.58,444.59,45.96,181.12,17.93,3.37,5.43,0.68,1.05,1.01,29.46,915.1899999999998,Major
2018-05-04,121.83,62.44,443.84,45.94,180.74,17.88,3.36,5.41,0.67,1.05,1.01,29.38,913.5499999999998,Major
2018-05-05,121.65,62.31,443.08,45.93,180.36,17.83,3.35,5.39,0.67,1.05,1.01,29.3,911.9299999999998,Major
2018-05-06,121.48,62.17,442.33,45.91,179.99,17.78,3.34,5.38,0.67,1.04,1.0,29.22,910.31,Major
2018-05-07,121.3,62.03,441.59,45.9,179.61,17.73,3.34,5.36,0.67,1.04,1.0,29.14,908.7099999999999,Major
2018-05-08,121.13,61.9,440.84,45.89,179.24,17.68,3.33,5.34,0.67,1.04,1.0,29.06,907.1199999999999,Major
2018-05-09,120.95,61.76,440.1,45.87,178.87,17.63,3.32,5.33,0.66,1.04,1.0,28.98,905.5100000000001,Major
2018-05-10,120.78,61.63,439.36,45.86,178.49,17.58,3.31,5.31,0.66,1.03,1.0,28.9,903.9099999999999,Major
2018-05-11,120.6,61.49,438.61,45.84,178.12,17.53,3.3,5.29,0.66,1.03,1.0,28.82,902.29,Major
2018-05-12,120.43,61.36,437.88,45.83,177.75,17.49,3.3,5.28,0.66,1.03,0.99,28.74,900.74,Major
2018-05-13,120.25,61.22,437.14,45.82,177.38,17.44,3.29,5.26,0.66,1.03,0.99,28.66,899.14,Major
2018-05-14,120.08,61.09,436.41,45.8,177.01,17.39,3.28,5.25,0.66,1.02,0.99,28.58,897.56,Major
2018-05-15,119.91,60.95,435.67,45.79,176.65,17.34,3.27,5.23,0.65,1.02,0.99,28.51,895.9799999999999,Major
2018-05-16,119.73,60.82,434.94,45.77,176.28,17.29,3.26,5.21,0.65,1.02,0.99,28.43,894.3899999999999,Major
2018-05-17,119.56,60.69,434.21,45.76,175.91,17.24,3.26,5.2,0.65,1.02,0.98,28.35,892.83,Major
2018-05-18,119.39,60.55,433.49,45.75,175.55,17.2,3.25,5.18,0.65,1.01,0.98,28.27,891.27,Major
2018-05-19,119.22,60.42,432.76,45.73,175.18,17.15,3.24,5.17,0.65,1.01,0.98,28.19,889.6999999999999,Major
2018-05-20,119.04,60.29,432.04,45.72,174.82,17.1,3.23,5.15,0.65,1.01,0.98,28.12,888.1500000000001,Major
2018-05-21,118.87,60.16,431.32,45.7,174.46,17.05,3.22,5.13,0.64,1.01,0.98,28.04,886.58,Major
2018-05-22,118.7,60.03,430.6,45.69,174.09,17.01,3.22,5.12,0.64,1.0,0.98,27.96,885.0400000000001,Major
2018-05-23,118.53,59.89,429.88,45.68,173.73,16.96,3.21,5.1,0.64,1.0,0.97,27.89,883.48,Major
2018-05-24,118.36,59.76,429.16,45.66,173.37,16.91,3.2,5.09,0.64,1.0,0.97,27.81,881.93,Major
2018-05-25,118.19,59.63,428.45,45.65,173.01,16.87,3.19,5.07,0.64,0.99,0.97,27.73,880.3900000000001,Major
2018-05-26,118.02,59.5,427.74,45.63,172.66,16.82,3.19,5.06,0.64,0.99,0.97,27.66,878.88,Major
2018-05-27,117.85,59.37,427.03,45.62,172.3,16.77,3.18,5.04,0.63,0.99,0.97,27.58,877.33,Major
2018-05-28,117.68,59.24,426.32,45.6,171.94,16.73,3.17,5.03,0.63,0.99,0.97,27.51,875.81,Major
2018-05-29,117.51,59.11,425.61,45.59,171.58,16.68,3.16,5.01,0.63,0.98,0.97,27.43,874.26,Major
2018-05-30,117.34,58.98,424.91,45.58,171.23,16.63,3.15,4.99,0.63,0.98,0.96,27.36,872.7400000000001,Major
2018-05-31,117.17,58.86,424.21,45.56,170.88,16.59,3.15,4.98,0.63,0.98,0.96,27.28,871.25,Major
2018-06-01,117.0,58.73,423.5,45.55,170.52,16.54,3.14,4.96,0.63,0.98,0.96,27.21,869.72,Major
2018-06-02,116.84,58.6,422.81,45.53,170.17,16.5,3.13,4.95,0.62,0.97,0.96,27.13,868.21,Major
2018-06-03,116.67,58.47,422.11,45.52,169.82,16.45,3.12,4.93,0.62,0.97,0.96,27.06,866.6999999999999,Major
2018-06-04,116.5,58.34,421.41,45.51,169.47,16.41,3.12,4.92,0.62,0.97,0.96,26.99,865.22,Major
2018-06-05,116.33,58.22,420.72,45.49,169.12,16.36,3.11,4.9,0.62,0.97,0.95,26.91,863.7,Major
2018-06-06,116.17,58.09,420.03,45.48,168.77,16.32,3.1,4.89,0.62,0.96,0.95,26.84,862.2200000000001,Major
2018-06-07,116.0,57.96,419.34,45.46,168.42,16.27,3.09,4.87,0.62,0.96,0.95,26.77,860.71,Major
2018-06-08,115.83,57.84,418.65,45.45,168.07,16.23,3.09,4.86,0.61,0.96,0.95,26.69,859.2300000000001,Major
2018-06-09,115.67,57.71,417.96,45.44,167.72,16.18,3.08,4.84,0.61,0.96,0.95,26.62,857.7400000000001,Major
2018-06-10,115.5,57.58,417.28,45.42,167.38,16.14,3.07,4.83,0.61,0.96,0.95,26.55,856.27,Major
2018-06-11,115.34,57.46,416.6,45.41,167.03,16.09,3.06,4.81,0.61,0.95,0.94,26.47,854.7700000000001,Major
2018-06-12,115.17,57.33,415.92,45.39,166.69,16.05,3.06,4.8,0.61,0.95,0.94,26.4,853.31,Major
2018-06-13,115.01,57.21,415.24,45.38,166.35,16.0,3.05,4.78,0.61,0.95,0.94,26.33,851.8500000000001,Major
2018-06-14,114.84,57.09,414.56,45.37,166.0,15.96,3.04,4.77,0.61,0.95,0.94,26.26,850.3900000000001,Major
2018-06-15,114.68,56.96,413.89,45.35,165.66,15.92,3.03,4.75,0.6,0.94,0.94,26.19,848.9100000000001,Major
2018-06-16,114.51,56.84,413.21,45.34,165.32,15.87,3.03,4.74,0.6,0.94,0.94,26.12,847.4600000000002,Major
2018-06-17,114.35,56.71,412.54,45.32,164.98,15.83,3.02,4.72,0.6,0.94,0.94,26.05,846.0000000000002,Major
2018-06-18,114.19,56.59,411.87,45.31,164.64,15.79,3.01,4.71,0.6,0.94,0.93,25.97,844.5500000000001,Major
2018-06-19,114.02,56.47,411.2,45.3,164.3,15.74,3.0,4.69,0.6,0.93,0.93,25.9,843.0799999999999,Major
2018-06-20,113.86,56.35,410.54,45.28,163.96,15.7,3.0,4.68,0.6,0.93,0.93,25.83,841.66,Major
2018-06-21,113.7,56.22,409.87,45.27,163.63,15.66,2.99,4.66,0.59,0.93,0.93,25.76,840.2099999999998,Major
2018-06-22,113.54,56.1,409.21,45.25,163.29,15.61,2.98,4.65,0.59,0.93,0.93,25.69,838.77,Major
2018-06-23,113.37,55.98,408.55,45.24,162.96,15.57,2.98,4.63,0.59,0.92,0.93,25.62,837.34,Major
2018-06-24,113.21,55.86,407.89,45.22,162.62,15.53,2.97,4.62,0.59,0.92,0.92,25.55,835.9,Major
2018-06-25,113.05,55.74,407.23,45.21,162.29,15.49,2.96,4.61,0.59,0.92,0.92,25.49,834.5,Major
2018-06-26,112.89,55.62,406.58,45.2,161.96,15.45,2.95,4.59,0.59,0.92,0.92,25.42,833.09,Major
2018-06-27,112.73,55.5,405.92,45.18,161.62,15.4,2.95,4.58,0.59,0.91,0.92,25.35,831.6500000000001,Major
2018-06-28,112.57,55.38,405.27,45.17,161.29,15.36,2.94,4.56,0.58,0.91,0.92,25.28,830.2299999999999,Major
2018-06-29,112.41,55.26,404.62,45.15,160.96,15.32,2.93,4.55,0.58,0.91,0.92,25.21,828.8199999999999,Major
2018-06-30,112.25,55.14,403.98,45.14,160.63,15.28,2.93,4.53,0.58,0.91,0.92,25.14,827.4299999999998,Major
2018-07-01,112.09,55.02,403.33,45.13,160.3,15.24,2.92,4.52,0.58,0.91,0.91,25.07,826.0200000000001,Major
2018-07-02,111.93,54.9,402.68,45.11,159.98,15.2,2.91,4.5,0.58,0.9,0.91,25.01,824.61,Major
2018-07-03,111.77,54.78,402.04,45.1,159.65,15.16,2.9,4.49,0.58,0.9,0.91,24.94,823.22,Major
2018-07-04,111.61,54.66,401.4,45.08,159.32,15.11,2.9,4.48,0.57,0.9,0.91,24.87,821.81,Major
2018-07-05,111.45,54.54,400.76,45.07,159.0,15.07,2.89,4.46,0.57,0.9,0.91,24.8,820.4200000000001,Major
2018-07-06,111.29,54.43,400.13,45.05,158.67,15.03,2.88,4.45,0.57,0.89,0.91,24.74,819.04,Major
2018-07-07,111.13,54.31,399.49,45.04,158.35,14.99,2.88,4.43,0.57,0.89,0.91,24.67,817.66,Major
2018-07-08,110.98,54.19,398.86,45.03,158.03,14.95,2.87,4.42,0.57,0.89,0.9,24.6,816.29,Major
2018-07-09,110.82,54.08,398.22,45.01,157.7,14.91,2.86,4.41,0.57,0.89,0.9,24.54,814.9099999999999,Major
2018-07-10,110.66,53.96,397.59,45.0,157.38,14.87,2.86,4.39,0.57,0.88,0.9,24.47,813.5300000000001,Major
2018-07-11,110.5,53.84,396.97,44.98,157.06,14.83,2.85,4.38,0.56,0.88,0.9,24.41,812.1600000000001,Major
2018-07-12,110.35,53.73,396.34,44.97,156.74,14.79,2.84,4.36,0.56,0.88,0.9,24.34,810.8,Major
2018-07-13,110.19,53.61,395.71,44.96,156.42,14.75,2.84,4.35,0.56,0.88,0.9,24.28,809.4499999999999,Major
2018-07-14,110.03,53.5,395.09,44.94,156.11,14.71,2.83,4.34,0.56,0.88,0.9,24.21,808.1,Major
2018-07-15,109.88,53.38,394.47,44.93,155.79,14.67,2.82,4.32,0.56,0.87,0.89,24.15,806.7299999999999,Major
2018-07-16,109.72,53.27,393.85,44.91,155.47,14.63,2.82,4.31,0.56,0.87,0.89,24.08,805.38,Major
2018-07-17,109.57,53.15,393.23,44.9,155.16,14.6,2.81,4.3,0.56,0.87,0.89,24.02,804.0599999999998,Major
2018-07-18,109.41,53.04,392.62,44.88,154.84,14.56,2.8,4.28,0.55,0.87,0.89,23.95,802.6899999999998,Major
2018-07-19,109.26,52.93,392.0,44.87,154.53,14.52,2.8,4.27,0.55,0.86,0.89,23.89,801.3699999999999,Major
2018-07-20,109.1,52.81,391.39,44.86,154.21,14.48,2.79,4.25,0.55,0.86,0.89,23.82,800.01,Major
2018-07-21,108.95,52.7,390.78,44.84,153.9,14.44,2.78,4.24,0.55,0.86,0.89,23.76,798.6899999999999,Major
2018-07-22,108.8,52.59,390.17,44.83,153.59,14.4,2.78,4.23,0.55,0.86,0.89,23.7,797.39,Major
2018-07-23,108.64,52.47,389.56,44.81,153.28,14.36,2.77,4.21,0.55,0.86,0.88,23.63,796.02,Major
2018-07-24,108.49,52.36,388.96,44.8,152.97,14.33,2.76,4.2,0.55,0.85,0.88,23.57,794.72,Major
2018-07-25,108.34,52.25,388.36,44.79,152.66,14.29,2.76,4.19,0.54,0.85,0.88,23.51,793.42,Major
2018-07-26,108.18,52.14,387.75,44.77,152.35,14.25,2.75,4.17,0.54,0.85,0.88,23.45,792.0799999999999,Major
2018-07-27,108.03,52.03,387.15,44.76,152.04,14.21,2.74,4.16,0.54,0.85,0.88,23.38,790.77,Major
2018-07-28,107.88,51.92,386.55,44.74,151.74,14.18,2.74,4.15,0.54,0.84,0.88,23.32,789.48,Major
2018-07-29,107.73,51.81,385.96,44.73,151.43,14.14,2.73,4.13,0.54,0.84,0.88,23.26,788.1800000000001,Major
2018-07-30,107.57,51.69,385.36,44.71,151.12,14.1,2.72,4.12,0.54,0.84,0.87,23.2,786.8400000000001,Major
2018-07-31,107.42,51.58,384.77,44.7,150.82,14.06,2.72,4.11,0.54,0.84,0.87,23.14,785.5699999999999,Major
2018-08-01,107.27,51.47,384.18,44.69,150.52,14.03,2.71,4.09,0.53,0.84,0.87,23.07,784.2700000000002,Major
2018-08-02,107.12,51.37,383.59,44.67,150.21,13.99,2.7,4.08,0.53,0.83,0.87,23.01,782.97,Major
2018-08-03,106.97,51.26,383.0,44.66,149.91,13.95,2.7,4.07,0.53,0.83,0.87,22.95,781.7000000000002,Major
2018-08-04,106.82,51.15,382.42,44.64,149.61,13.92,2.69,4.06,0.53,0.83,0.87,22.89,780.43,Major
2018-08-05,106.67,51.04,381.83,44.63,149.31,13.88,2.68,4.04,0.53,0.83,0.87,22.83,779.14,Major
2018-08-06,106.52,50.93,381.25,44.61,149.01,13.85,2.68,4.03,0.53,0.83,0.87,22.77,777.88,Major
2018-08-07,106.37,50.82,380.67,44.6,148.71,13.81,2.67,4.02,0.53,0.82,0.86,22.71,776.59,Major
2018-08-08,106.22,50.71,380.09,44.59,148.41,13.77,2.66,4.0,0.52,0.82,0.86,22.65,775.3,Major
2018-08-09,106.07,50.61,379.51,44.57,148.12,13.74,2.66,3.99,0.52,0.82,0.86,22.59,774.0600000000002,Major
2018-08-10,105.92,50.5,378.93,44.56,147.82,13.7,2.65,3.98,0.52,0.82,0.86,22.53,772.7900000000001,Major
2018-08-11,105.78,50.39,378.36,44.54,147.52,13.67,2.65,3.97,0.52,0.81,0.86,22.47,771.5399999999998,Major
2018-08-12,105.63,50.29,377.79,44.53,147.23,13.63,2.64,3.95,0.52,0.81,0.86,22.41,770.29,Major
2018-08-13,105.48,50.18,377.22,44.52,146.93,13.6,2.63,3.94,0.52,0.81,0.86,22.36,769.05,Major
2018-08-14,105.33,50.07,376.65,44.5,146.64,13.56,2.63,3.93,0.52,0.81,0.86,22.3,767.7999999999997,Major
2018-08-15,105.18,49.97,376.08,44.49,146.35,13.53,2.62,3.91,0.52,0.81,0.85,22.24,766.55,Major
2018-08-16,105.04,49.86,375.52,44.47,146.06,13.49,2.61,3.9,0.51,0.8,0.85,22.18,765.29,Major
2018-08-17,104.89,49.76,374.95,44.46,145.76,13.46,2.61,3.89,0.51,0.8,0.85,22.12,764.0600000000001,Major
2018-08-18,104.74,49.65,374.39,44.44,145.47,13.42,2.6,3.88,0.51,0.8,0.85,22.06,762.81,Major
2018-08-19,104.6,49.55,373.83,44.43,145.18,13.39,2.6,3.86,0.51,0.8,0.85,22.01,761.6099999999999,Major
2018-08-20,104.45,49.44,373.27,44.42,144.9,13.35,2.59,3.85,0.51,0.8,0.85,21.95,760.38,Major
2018-08-21,104.31,49.34,372.71,44.4,144.61,13.32,2.58,3.84,0.51,0.79,0.85,21.89,759.1500000000001,Major
2018-08-22,104.16,49.24,372.16,44.39,144.32,13.29,2.58,3.83,0.51,0.79,0.85,21.84,757.96,Major
2018-08-23,104.02,49.13,371.61,44.37,144.03,13.25,2.57,3.82,0.51,0.79,0.85,21.78,756.73,Major
2018-08-24,103.87,49.03,371.05,44.36,143.75,13.22,2.57,3.8,0.5,0.79,0.84,21.72,755.5000000000001,Major
2018-08-25,103.73,48.93,370.5,44.34,143.46,13.18,2.56,3.79,0.5,0.79,0.84,21.67,754.2899999999998,Major
2018-08-26,103.58,48.83,369.96,44.33,143.18,13.15,2.55,3.78,0.5,0.78,0.84,21.61,753.09,Major
2018-08-27,103.44,48.72,369.41,44.32,142.9,13.12,2.55,3.77,0.5,0.78,0.84,21.55,751.9,Major
2018-08-28,103.29,48.62,368.86,44.3,142.61,13.08,2.54,3.75,0.5,0.78,0.84,21.5,750.67,Major
2018-08-29,103.15,48.52,368.32,44.29,142.33,13.05,2.54,3.74,0.5,0.78,0.84,21.44,749.5,Major
2018-08-30,103.01,48.42,367.78,44.27,142.05,13.02,2.53,3.73,0.5,0.78,0.84,21.39,748.3199999999999,Major
2018-08-31,102.86,48.32,367.24,44.26,141.77,12.99,2.52,3.72,0.5,0.77,0.84,21.33,747.1200000000001,Major
2018-09-01,102.72,48.22,366.7,44.24,141.49,12.95,2.52,3.71,0.49,0.77,0.83,21.28,745.9200000000001,Major
2018-09-02,102.58,48.12,366.16,44.23,141.21,12.92,2.51,3.69,0.49,0.77,0.83,21.22,744.7300000000001,Major
2018-09-03,102.44,48.02,365.63,44.22,140.93,12.89,2.51,3.68,0.49,0.77,0.83,21.17,743.5799999999999,Major
2018-09-04,102.3,47.92,365.1,44.2,140.66,12.86,2.5,3.67,0.49,0.77,0.83,21.11,742.4100000000001,Major
2018-09-05,102.15,47.82,364.56,44.19,140.38,12.82,2.49,3.66,0.49,0.76,0.83,21.06,741.21,Major
2018-09-06,102.01,47.72,364.03,44.17,140.11,12.79,2.49,3.65,0.49,0.76,0.83,21.01,740.06,Major
2018-09-07,101.87,47.62,363.51,44.16,139.83,12.76,2.48,3.63,0.49,0.76,0.83,20.95,738.8900000000001,Major
2018-09-08,101.73,47.52,362.98,44.14,139.56,12.73,2.48,3.62,0.49,0.76,0.83,20.9,737.7400000000001,Major
2018-09-09,101.59,47.42,362.46,44.13,139.28,12.7,2.47,3.61,0.48,0.76,0.83,20.84,736.5700000000002,Major
2018-09-10,101.45,47.32,361.93,44.12,139.01,12.67,2.47,3.6,0.48,0.75,0.82,20.79,735.4100000000001,Major
2018-09-11,101.31,47.22,361.41,44.1,138.74,12.63,2.46,3.59,0.48,0.75,0.82,20.74,734.2500000000002,Major
2018-09-12,101.17,47.13,360.89,44.09,138.47,12.6,2.45,3.58,0.48,0.75,0.82,20.69,733.1200000000002,Major
2018-09-13,101.03,47.03,360.37,44.07,138.2,12.57,2.45,3.56,0.48,0.75,0.82,20.63,731.9600000000002,Major
2018-09-14,100.89,46.93,359.86,44.06,137.93,12.54,2.44,3.55,0.48,0.75,0.82,20.58,730.8300000000002,Major
2018-09-15,100.75,46.84,359.34,44.04,137.66,12.51,2.44,3.54,0.48,0.74,0.82,20.53,729.6899999999999,Major
2018-09-16,100.61,46.74,358.83,44.03,137.39,12.48,2.43,3.53,0.48,0.74,0.82,20.48,728.56,Major
2018-09-17,100.48,46.64,358.32,44.02,137.12,12.45,2.43,3.52,0.47,0.74,0.82,20.43,727.44,Major
2018-09-18,100.34,46.55,357.81,44.0,136.86,12.42,2.42,3.51,0.47,0.74,0.82,20.37,726.3100000000001,Major
2018-09-19,100.2,46.45,357.3,43.99,136.59,12.39,2.42,3.49,0.47,0.74,0.82,20.32,725.1800000000002,Major
2018-09-20,100.06,46.36,356.79,43.97,136.33,12.36,2.41,3.48,0.47,0.73,0.81,20.27,724.0400000000001,Major
2018-09-21,99.93,46.26,356.29,43.96,136.06,12.33,2.4,3.47,0.47,0.73,0.81,20.22,722.9300000000001,Major
2018-09-22,99.79,46.17,355.78,43.94,135.8,12.3,2.4,3.46,0.47,0.73,0.81,20.17,721.8199999999999,Major
2018-09-23,99.65,46.07,355.28,43.93,135.54,12.27,2.39,3.45,0.47,0.73,0.81,20.12,720.7099999999999,Major
2018-09-24,99.52,45.98,354.78,43.92,135.27,12.24,2.39,3.44,0.47,0.73,0.81,20.07,719.62,Major
2018-09-25,99.38,45.88,354.28,43.9,135.01,12.21,2.38,3.43,0.46,0.73,0.81,20.02,718.4899999999999,Major
2018-09-26,99.24,45.79,353.79,43.89,134.75,12.18,2.38,3.42,0.46,0.72,0.81,19.97,717.4,Major
2018-09-27,99.11,45.7,353.29,43.87,134.49,12.15,2.37,3.4,0.46,0.72,0.81,19.92,716.29,Major
2018-09-28,98.97,45.6,352.8,43.86,134.23,12.12,2.37,3.39,0.46,0.72,0.81,19.87,715.2,Major
2018-09-29,98.84,45.51,352.31,43.84,133.97,12.1,2.36,3.38,0.46,0.72,0.8,19.82,714.1100000000001,Major
2018-09-30,98.7,45.42,351.82,43.83,133.72,12.07,2.36,3.37,0.46,0.72,0.8,19.77,713.0400000000001,Major
2018-10-01,98.57,45.33,351.33,43.81,133.46,12.04,2.35,3.36,0.46,0.71,0.8,19.72,711.94,Major
2018-10-02,98.43,45.23,350.84,43.8,133.2,12.01,2.34,3.35,0.46,0.71,0.8,19.67,710.84,Major
2018-10-03,98.3,45.14,350.36,43.79,132.95,11.98,2.34,3.34,0.46,0.71,0.8,19.63,709.8000000000001,Major
2018-10-04,98.16,45.05,349.87,43.77,132.69,11.95,2.33,3.33,0.45,0.71,0.8,19.58,708.6900000000002,Major
2018-10-05,98.03,44.96,349.39,43.76,132.44,11.92,2.33,3.32,0.45,0.71,0.8,19.53,707.64,Major
2018-10-06,97.9,44.87,348.91,43.74,132.19,11.9,2.32,3.31,0.45,0.7,0.8,19.48,706.5700000000002,Major
2018-10-07,97.76,44.78,348.43,43.73,131.94,11.87,2.32,3.3,0.45,0.7,0.8,19.43,705.5100000000001,Major
2018-10-08,97.63,44.69,347.95,43.71,131.68,11.84,2.31,3.28,0.45,0.7,0.8,19.39,704.4300000000001,Major
2018-10-09,97.5,44.6,347.48,43.7,131.43,11.81,2.31,3.27,0.45,0.7,0.8,19.34,703.39,Major
2018-10-10,97.37,44.51,347.01,43.69,131.18,11.79,2.3,3.26,0.45,0.7,0.79,19.29,702.3399999999999,Major
2018-10-11,97.24,44.42,346.53,43.67,130.93,11.76,2.3,3.25,0.45,0.7,0.79,19.24,701.28,Major
2018-10-12,97.1,44.33,346.06,43.66,130.69,11.73,2.29,3.24,0.45,0.69,0.79,19.2,700.23,Major
2018-10-13,96.97,44.24,345.59,43.64,130.44,11.71,2.29,3.23,0.44,0.69,0.79,19.15,699.18,Major
2018-10-14,96.84,44.15,345.13,43.63,130.19,11.68,2.28,3.22,0.44,0.69,0.79,19.1,698.1400000000001,Major
