Hourly Data,,RBKC Kensington High Street 2 (sensor),,,
12/09/2021,23:00:00,3.5,R ugm-3,0.5,R ugm-3
12/09/2021,24:00:00,2.7,R ugm-3,0.4,R ugm-3
13/09/2021,1:00:00,3.2,R ugm-3,0.4,R ugm-3
13/09/2021,2:00:00,3.8,R ugm-3,0.4,R ugm-3
13/09/2021,3:00:00,3,R ugm-3,0.5,R ugm-3
13/09/2021,4:00:00,3.3,R ugm-3,0.5,R ugm-3
13/09/2021,5:00:00,3.4,R ugm-3,0.3,R ugm-3
13/09/2021,6:00:00,7.2,R ugm-3,0.5,R ugm-3
13/09/2021,7:00:00,7.7,R ugm-3,0.6,R ugm-3
13/09/2021,8:00:00,18.4,R ugm-3,0.9,R ugm-3
13/09/2021,9:00:00,17.5,R ugm-3,1.3,R ugm-3
13/09/2021,10:00:00,,,,
13/09/2021,11:00:00,,,,
13/09/2021,12:00:00,,,,
13/09/2021,13:00:00,,,,
13/09/2021,14:00:00,,,,
13/09/2021,15:00:00,,,,
13/09/2021,16:00:00,,,,
13/09/2021,17:00:00,,,,
13/09/2021,18:00:00,,,,
13/09/2021,19:00:00,,,,
13/09/2021,20:00:00,,,,
13/09/2021,21:00:00,,,,
13/09/2021,22:00:00,,,,
13/09/2021,23:00:00,,,,
13/09/2021,24:00:00,,,,
14/09/2021,1:00:00,,,,
14/09/2021,2:00:00,,,,
14/09/2021,3:00:00,,,,
14/09/2021,4:00:00,,,,
14/09/2021,5:00:00,,,,
14/09/2021,6:00:00,,,,
14/09/2021,7:00:00,,,,
14/09/2021,8:00:00,,,,
14/09/2021,9:00:00,6.7,R ugm-3,0.1,R ugm-3
14/09/2021,10:00:00,12.5,R ugm-3,0.1,R ugm-3
14/09/2021,11:00:00,9.2,R ugm-3,0.1,R ugm-3
14/09/2021,12:00:00,5.1,R ugm-3,0.1,R ugm-3
14/09/2021,13:00:00,8.5,R ugm-3,0.1,R ugm-3
14/09/2021,14:00:00,6.5,R ugm-3,0.1,R ugm-3
14/09/2021,15:00:00,5.9,R ugm-3,0.1,R ugm-3
14/09/2021,16:00:00,5.6,R ugm-3,0.1,R ugm-3
14/09/2021,17:00:00,7.8,R ugm-3,0.3,R ugm-3
14/09/2021,18:00:00,14.4,R ugm-3,0.4,R ugm-3
14/09/2021,19:00:00,22.9,R ugm-3,0.2,R ugm-3
14/09/2021,20:00:00,18.7,R ugm-3,0.1,R ugm-3
14/09/2021,21:00:00,12.4,R ugm-3,0.1,R ugm-3
14/09/2021,22:00:00,10.2,R ugm-3,0.1,R ugm-3
14/09/2021,23:00:00,9.4,R ugm-3,0.1,R ugm-3
14/09/2021,24:00:00,8.7,R ugm-3,0.1,R ugm-3
15/09/2021,1:00:00,6.4,R ugm-3,0.1,R ugm-3
15/09/2021,2:00:00,6.1,R ugm-3,0.1,R ugm-3
15/09/2021,3:00:00,5.1,R ugm-3,0.1,R ugm-3
15/09/2021,4:00:00,5,R ugm-3,0.1,R ugm-3
15/09/2021,5:00:00,5.7,R ugm-3,0.1,R ugm-3
15/09/2021,6:00:00,6.4,R ugm-3,0.1,R ugm-3
15/09/2021,7:00:00,6.4,R ugm-3,0.1,R ugm-3
15/09/2021,8:00:00,19.4,R ugm-3,0.7,R ugm-3
15/09/2021,9:00:00,25.2,R ugm-3,1.2,R ugm-3
15/09/2021,10:00:00,16.1,R ugm-3,0.8,R ugm-3
15/09/2021,11:00:00,16.8,R ugm-3,0.7,R ugm-3
15/09/2021,12:00:00,18.3,R ugm-3,1.5,R ugm-3
15/09/2021,13:00:00,25.1,R ugm-3,2.1,R ugm-3
15/09/2021,14:00:00,35,R ugm-3,2,R ugm-3
15/09/2021,15:00:00,18.3,R ugm-3,1.5,R ugm-3
15/09/2021,16:00:00,20.5,R ugm-3,1.7,R ugm-3
15/09/2021,17:00:00,14.8,R ugm-3,1.2,R ugm-3
15/09/2021,18:00:00,16.4,R ugm-3,1.3,R ugm-3
15/09/2021,19:00:00,14.3,R ugm-3,1.1,R ugm-3
15/09/2021,20:00:00,13.5,R ugm-3,1,R ugm-3
15/09/2021,21:00:00,8.2,R ugm-3,0.7,R ugm-3
15/09/2021,22:00:00,9.9,R ugm-3,0.5,R ugm-3
15/09/2021,23:00:00,7.8,R ugm-3,0.2,R ugm-3
15/09/2021,24:00:00,7.1,R ugm-3,0.1,R ugm-3
16/09/2021,1:00:00,8.3,R ugm-3,0.1,R ugm-3
16/09/2021,2:00:00,8.8,R ugm-3,0.1,R ugm-3
16/09/2021,3:00:00,9.3,R ugm-3,0.1,R ugm-3
16/09/2021,4:00:00,8.6,R ugm-3,0.1,R ugm-3
16/09/2021,5:00:00,5.9,R ugm-3,0.1,R ugm-3
16/09/2021,6:00:00,7.6,R ugm-3,0.1,R ugm-3
16/09/2021,7:00:00,10.6,R ugm-3,0.1,R ugm-3
16/09/2021,8:00:00,13.5,R ugm-3,0.3,R ugm-3
16/09/2021,9:00:00,15.7,R ugm-3,0.5,R ugm-3
16/09/2021,10:00:00,14.1,R ugm-3,1,R ugm-3
16/09/2021,11:00:00,14.4,R ugm-3,1.4,R ugm-3
16/09/2021,12:00:00,17.3,R ugm-3,1.4,R ugm-3
16/09/2021,13:00:00,14.2,R ugm-3,1.2,R ugm-3
16/09/2021,14:00:00,9.7,R ugm-3,1.2,R ugm-3
16/09/2021,15:00:00,13.2,R ugm-3,1.4,R ugm-3
16/09/2021,16:00:00,13.4,R ugm-3,1.2,R ugm-3
16/09/2021,17:00:00,11.7,R ugm-3,1.2,R ugm-3
16/09/2021,18:00:00,11.8,R ugm-3,1.1,R ugm-3
16/09/2021,19:00:00,6.5,R ugm-3,0.9,R ugm-3
16/09/2021,20:00:00,7.3,R ugm-3,0.6,R ugm-3
16/09/2021,21:00:00,6.6,R ugm-3,0.4,R ugm-3
16/09/2021,22:00:00,6.7,R ugm-3,0.2,R ugm-3
16/09/2021,23:00:00,4.7,R ugm-3,0.1,R ugm-3
16/09/2021,24:00:00,4.5,R ugm-3,0.1,R ugm-3
17/09/2021,1:00:00,5.3,R ugm-3,0.1,R ugm-3
17/09/2021,2:00:00,3.9,R ugm-3,0.1,R ugm-3
17/09/2021,3:00:00,4.4,R ugm-3,0.1,R ugm-3
17/09/2021,4:00:00,3.5,R ugm-3,0.1,R ugm-3
17/09/2021,5:00:00,5.2,R ugm-3,0.2,R ugm-3
17/09/2021,6:00:00,8,R ugm-3,0.1,R ugm-3
17/09/2021,7:00:00,10.9,R ugm-3,0.1,R ugm-3
17/09/2021,8:00:00,10.6,R ugm-3,0.1,R ugm-3
17/09/2021,9:00:00,12.5,R ugm-3,0.5,R ugm-3
17/09/2021,10:00:00,9.5,R ugm-3,0.8,R ugm-3
17/09/2021,11:00:00,10.4,R ugm-3,0.9,R ugm-3
17/09/2021,12:00:00,12.2,R ugm-3,1,R ugm-3
17/09/2021,13:00:00,10.7,R ugm-3,1.1,R ugm-3
17/09/2021,14:00:00,12.7,R ugm-3,1.2,R ugm-3
17/09/2021,15:00:00,10.8,R ugm-3,1.2,R ugm-3
17/09/2021,16:00:00,15,R ugm-3,1.3,R ugm-3
17/09/2021,17:00:00,11.7,R ugm-3,1,R ugm-3
17/09/2021,18:00:00,7.4,R ugm-3,1.1,R ugm-3
17/09/2021,19:00:00,8.7,R ugm-3,1.1,R ugm-3
17/09/2021,20:00:00,8,R ugm-3,0.8,R ugm-3
17/09/2021,21:00:00,7.4,R ugm-3,0.7,R ugm-3
17/09/2021,22:00:00,8.7,R ugm-3,0.6,R ugm-3
17/09/2021,23:00:00,8,R ugm-3,0.6,R ugm-3
17/09/2021,24:00:00,8.1,R ugm-3,0.5,R ugm-3
18/09/2021,1:00:00,6.9,R ugm-3,0.5,R ugm-3
18/09/2021,2:00:00,6.1,R ugm-3,0.3,R ugm-3
18/09/2021,3:00:00,6.2,R ugm-3,0.4,R ugm-3
18/09/2021,4:00:00,7.8,R ugm-3,0.5,R ugm-3
18/09/2021,5:00:00,7.9,R ugm-3,0.6,R ugm-3
18/09/2021,6:00:00,8.7,R ugm-3,0.3,R ugm-3
18/09/2021,7:00:00,10.1,R ugm-3,0.6,R ugm-3
18/09/2021,8:00:00,10.8,R ugm-3,0.8,R ugm-3
18/09/2021,9:00:00,12.6,R ugm-3,0.8,R ugm-3
18/09/2021,10:00:00,10.6,R ugm-3,0.8,R ugm-3
18/09/2021,11:00:00,9.4,R ugm-3,0.9,R ugm-3
18/09/2021,12:00:00,9.4,R ugm-3,1.2,R ugm-3
18/09/2021,13:00:00,9.3,R ugm-3,1.5,R ugm-3
18/09/2021,14:00:00,7.3,R ugm-3,1.1,R ugm-3
18/09/2021,15:00:00,8.6,R ugm-3,1,R ugm-3
18/09/2021,16:00:00,8,R ugm-3,0.7,R ugm-3
18/09/2021,17:00:00,7.1,R ugm-3,1,R ugm-3
18/09/2021,18:00:00,8.4,R ugm-3,1.1,R ugm-3
18/09/2021,19:00:00,10.5,R ugm-3,1.1,R ugm-3
18/09/2021,20:00:00,9.1,R ugm-3,1.4,R ugm-3
18/09/2021,21:00:00,7.4,R ugm-3,1.1,R ugm-3
18/09/2021,22:00:00,9.3,R ugm-3,1.1,R ugm-3
18/09/2021,23:00:00,8.5,R ugm-3,1,R ugm-3
18/09/2021,24:00:00,9,R ugm-3,1.3,R ugm-3
19/09/2021,1:00:00,10.5,R ugm-3,1.4,R ugm-3
19/09/2021,2:00:00,8.7,R ugm-3,1.2,R ugm-3
19/09/2021,3:00:00,9.7,R ugm-3,1.4,R ugm-3
19/09/2021,4:00:00,9.4,R ugm-3,1.3,R ugm-3
19/09/2021,5:00:00,8.1,R ugm-3,0.9,R ugm-3
19/09/2021,6:00:00,7.4,R ugm-3,0.6,R ugm-3
19/09/2021,7:00:00,7.9,R ugm-3,0.6,R ugm-3
19/09/2021,8:00:00,10.1,R ugm-3,0.6,R ugm-3
19/09/2021,9:00:00,11.6,R ugm-3,0.6,R ugm-3
19/09/2021,10:00:00,9.6,R ugm-3,1.1,R ugm-3
19/09/2021,11:00:00,11.1,R ugm-3,1.2,R ugm-3
19/09/2021,12:00:00,9.5,R ugm-3,0.7,R ugm-3
19/09/2021,13:00:00,3.9,R ugm-3,0.1,R ugm-3
19/09/2021,14:00:00,3.1,R ugm-3,0.1,R ugm-3
19/09/2021,15:00:00,2.7,R ugm-3,0.1,R ugm-3
19/09/2021,16:00:00,5.9,R ugm-3,0.2,R ugm-3
19/09/2021,17:00:00,10.8,R ugm-3,0.4,R ugm-3
19/09/2021,18:00:00,6.5,R ugm-3,0.4,R ugm-3
19/09/2021,19:00:00,7.9,R ugm-3,0.6,R ugm-3
19/09/2021,20:00:00,7.5,R ugm-3,0.5,R ugm-3
19/09/2021,21:00:00,7.9,R ugm-3,0.4,R ugm-3
19/09/2021,22:00:00,7.4,R ugm-3,0.5,R ugm-3
19/09/2021,23:00:00,6,R ugm-3,0.5,R ugm-3
19/09/2021,24:00:00,6.3,R ugm-3,0.3,R ugm-3
20/09/2021,1:00:00,4.2,R ugm-3,0.3,R ugm-3
20/09/2021,2:00:00,5.1,R ugm-3,0.3,R ugm-3
20/09/2021,3:00:00,4.5,R ugm-3,0.3,R ugm-3
20/09/2021,4:00:00,3.9,R ugm-3,0.3,R ugm-3
20/09/2021,5:00:00,4,R ugm-3,0.4,R ugm-3
20/09/2021,6:00:00,5.8,R ugm-3,0.4,R ugm-3
20/09/2021,7:00:00,9.4,R ugm-3,0.5,R ugm-3
20/09/2021,8:00:00,15.5,R ugm-3,0.7,R ugm-3
20/09/2021,9:00:00,19.1,R ugm-3,1,R ugm-3
20/09/2021,10:00:00,18.2,R ugm-3,0.7,R ugm-3
20/09/2021,11:00:00,22,R ugm-3,1.4,R ugm-3
20/09/2021,12:00:00,22.4,R ugm-3,1.8,R ugm-3
20/09/2021,13:00:00,20.3,R ugm-3,1.4,R ugm-3
20/09/2021,14:00:00,20.5,R ugm-3,1.4,R ugm-3
20/09/2021,15:00:00,22.1,R ugm-3,1.6,R ugm-3
20/09/2021,16:00:00,23.6,R ugm-3,1.9,R ugm-3
20/09/2021,17:00:00,20.5,R ugm-3,1.5,R ugm-3
20/09/2021,18:00:00,14.3,R ugm-3,1,R ugm-3
20/09/2021,19:00:00,11.7,R ugm-3,1,R ugm-3
20/09/2021,20:00:00,11.7,R ugm-3,0.8,R ugm-3
20/09/2021,21:00:00,8.5,R ugm-3,0.7,R ugm-3
20/09/2021,22:00:00,7.7,R ugm-3,0.5,R ugm-3
20/09/2021,23:00:00,6.6,R ugm-3,0.7,R ugm-3
20/09/2021,24:00:00,7.6,R ugm-3,0.7,R ugm-3
21/09/2021,1:00:00,7,R ugm-3,0.2,R ugm-3
21/09/2021,2:00:00,8.1,R ugm-3,0.1,R ugm-3
21/09/2021,3:00:00,7.4,R ugm-3,0.1,R ugm-3
21/09/2021,4:00:00,9.2,R ugm-3,0.1,R ugm-3
21/09/2021,5:00:00,8.1,R ugm-3,0.1,R ugm-3
21/09/2021,6:00:00,7.4,R ugm-3,0.1,R ugm-3
21/09/2021,7:00:00,8.7,R ugm-3,0.2,R ugm-3
21/09/2021,8:00:00,13.5,R ugm-3,0.5,R ugm-3
21/09/2021,9:00:00,24.4,R ugm-3,1.3,R ugm-3
21/09/2021,10:00:00,,,,
21/09/2021,11:00:00,,,,
21/09/2021,12:00:00,,,,
21/09/2021,13:00:00,,,,
21/09/2021,14:00:00,,,,
21/09/2021,15:00:00,,,,
21/09/2021,16:00:00,,,,
21/09/2021,17:00:00,,,,
21/09/2021,18:00:00,,,,
21/09/2021,19:00:00,,,,
21/09/2021,20:00:00,,,,
21/09/2021,21:00:00,,,,
21/09/2021,22:00:00,,,,
21/09/2021,23:00:00,,,,
21/09/2021,24:00:00,,,,
22/09/2021,1:00:00,,,,
22/09/2021,2:00:00,8.5,R ugm-3,0.1,R ugm-3
22/09/2021,3:00:00,10.4,R ugm-3,0.1,R ugm-3
22/09/2021,4:00:00,9.7,R ugm-3,0.1,R ugm-3
22/09/2021,5:00:00,7.6,R ugm-3,0.1,R ugm-3
22/09/2021,6:00:00,7.4,R ugm-3,0.1,R ugm-3
22/09/2021,7:00:00,11.9,R ugm-3,0.1,R ugm-3
22/09/2021,8:00:00,15.7,R ugm-3,0.2,R ugm-3
22/09/2021,9:00:00,14.1,R ugm-3,0.5,R ugm-3
22/09/2021,10:00:00,22.8,R ugm-3,1.4,R ugm-3
22/09/2021,11:00:00,13.8,R ugm-3,1.3,R ugm-3
22/09/2021,12:00:00,16.1,R ugm-3,1.6,R ugm-3
22/09/2021,13:00:00,11.9,R ugm-3,1.3,R ugm-3
22/09/2021,14:00:00,14.3,R ugm-3,1.4,R ugm-3
22/09/2021,15:00:00,14.4,R ugm-3,1.5,R ugm-3
22/09/2021,16:00:00,15.5,R ugm-3,1.3,R ugm-3
22/09/2021,17:00:00,17.8,R ugm-3,1.5,R ugm-3
22/09/2021,18:00:00,14.6,R ugm-3,1.5,R ugm-3
22/09/2021,19:00:00,16.2,R ugm-3,1.4,R ugm-3
22/09/2021,20:00:00,14.5,R ugm-3,1.4,R ugm-3
22/09/2021,21:00:00,15.2,R ugm-3,1.3,R ugm-3
22/09/2021,22:00:00,10.4,R ugm-3,1,R ugm-3
22/09/2021,23:00:00,8.8,R ugm-3,0.8,R ugm-3
22/09/2021,24:00:00,5.7,R ugm-3,0.4,R ugm-3
23/09/2021,1:00:00,5.8,R ugm-3,0.3,R ugm-3
23/09/2021,2:00:00,5.5,R ugm-3,0.2,R ugm-3
23/09/2021,3:00:00,3.2,R ugm-3,0.1,R ugm-3
23/09/2021,4:00:00,3.5,R ugm-3,0.1,R ugm-3
23/09/2021,5:00:00,2.1,R ugm-3,0.1,R ugm-3
23/09/2021,6:00:00,3.1,R ugm-3,0.1,R ugm-3
23/09/2021,7:00:00,7.2,R ugm-3,0.1,R ugm-3
23/09/2021,8:00:00,13.9,R ugm-3,0.3,R ugm-3
23/09/2021,9:00:00,14.6,R ugm-3,0.6,R ugm-3
23/09/2021,10:00:00,12.5,R ugm-3,0.8,R ugm-3
23/09/2021,11:00:00,15.3,R ugm-3,1,R ugm-3
23/09/2021,12:00:00,16.8,R ugm-3,1.3,R ugm-3
23/09/2021,13:00:00,19.2,R ugm-3,1.2,R ugm-3
23/09/2021,14:00:00,16,R ugm-3,1.2,R ugm-3
23/09/2021,15:00:00,21.3,R ugm-3,1.6,R ugm-3
23/09/2021,16:00:00,18.1,R ugm-3,1.4,R ugm-3
23/09/2021,17:00:00,14.8,R ugm-3,1.1,R ugm-3
23/09/2021,18:00:00,13.8,R ugm-3,0.6,R ugm-3
23/09/2021,19:00:00,8.1,R ugm-3,0.3,R ugm-3
23/09/2021,20:00:00,7.9,R ugm-3,0.2,R ugm-3
23/09/2021,21:00:00,8.6,R ugm-3,0.2,R ugm-3
23/09/2021,22:00:00,7.7,R ugm-3,0.2,R ugm-3
23/09/2021,23:00:00,7.6,R ugm-3,0.1,R ugm-3
23/09/2021,24:00:00,5.1,R ugm-3,0.1,R ugm-3
24/09/2021,1:00:00,5.6,R ugm-3,0.1,R ugm-3
24/09/2021,2:00:00,8.4,R ugm-3,0.1,R ugm-3
24/09/2021,3:00:00,4.9,R ugm-3,0.1,R ugm-3
24/09/2021,4:00:00,2.8,R ugm-3,0.1,R ugm-3
24/09/2021,5:00:00,5.2,R ugm-3,0.1,R ugm-3
24/09/2021,6:00:00,4.7,R ugm-3,0.1,R ugm-3
24/09/2021,7:00:00,7.7,R ugm-3,0.1,R ugm-3
24/09/2021,8:00:00,9.1,R ugm-3,0.1,R ugm-3
24/09/2021,9:00:00,16.9,R ugm-3,0.5,R ugm-3
24/09/2021,10:00:00,11.7,R ugm-3,0.8,R ugm-3
24/09/2021,11:00:00,14.6,R ugm-3,1,R ugm-3
24/09/2021,12:00:00,12.9,R ugm-3,1.3,R ugm-3
24/09/2021,13:00:00,13.8,R ugm-3,1.7,R ugm-3
24/09/2021,14:00:00,15.6,R ugm-3,1.4,R ugm-3
24/09/2021,15:00:00,15.6,R ugm-3,1.5,R ugm-3
24/09/2021,16:00:00,15.2,R ugm-3,1.5,R ugm-3
24/09/2021,17:00:00,14,R ugm-3,1.7,R ugm-3
24/09/2021,18:00:00,12.9,R ugm-3,1.3,R ugm-3
24/09/2021,19:00:00,11.2,R ugm-3,1.1,R ugm-3
24/09/2021,20:00:00,9.4,R ugm-3,0.8,R ugm-3
24/09/2021,21:00:00,9.1,R ugm-3,0.6,R ugm-3
24/09/2021,22:00:00,9.1,R ugm-3,0.4,R ugm-3
24/09/2021,23:00:00,7.8,R ugm-3,0.2,R ugm-3
24/09/2021,24:00:00,6.6,R ugm-3,0.1,R ugm-3
25/09/2021,1:00:00,8.3,R ugm-3,0.1,R ugm-3
25/09/2021,2:00:00,7.1,R ugm-3,0.1,R ugm-3
25/09/2021,3:00:00,5,R ugm-3,0.1,R ugm-3
25/09/2021,4:00:00,4.2,R ugm-3,0.1,R ugm-3
25/09/2021,5:00:00,4,R ugm-3,0.1,R ugm-3
25/09/2021,6:00:00,3.2,R ugm-3,0.1,R ugm-3
25/09/2021,7:00:00,5,R ugm-3,0.1,R ugm-3
25/09/2021,8:00:00,5.1,R ugm-3,0.1,R ugm-3
25/09/2021,9:00:00,6.1,R ugm-3,0.1,R ugm-3
25/09/2021,10:00:00,6.6,R ugm-3,0.1,R ugm-3
25/09/2021,11:00:00,7.6,R ugm-3,0.1,R ugm-3
25/09/2021,12:00:00,8.8,R ugm-3,0.1,R ugm-3
25/09/2021,13:00:00,5.8,R ugm-3,0.1,R ugm-3
25/09/2021,14:00:00,5.7,R ugm-3,0.1,R ugm-3
25/09/2021,15:00:00,5.7,R ugm-3,0.2,R ugm-3
25/09/2021,16:00:00,8.1,R ugm-3,0.3,R ugm-3
25/09/2021,17:00:00,9.2,R ugm-3,0.2,R ugm-3
25/09/2021,18:00:00,8.5,R ugm-3,0.1,R ugm-3
25/09/2021,19:00:00,8.3,R ugm-3,0.1,R ugm-3
25/09/2021,20:00:00,6.9,R ugm-3,0.1,R ugm-3
25/09/2021,21:00:00,8.4,R ugm-3,0.1,R ugm-3
25/09/2021,22:00:00,4.7,R ugm-3,0.1,R ugm-3
25/09/2021,23:00:00,7.1,R ugm-3,0.1,R ugm-3
25/09/2021,24:00:00,5.7,R ugm-3,0.1,R ugm-3
26/09/2021,1:00:00,9.5,R ugm-3,0.1,R ugm-3
26/09/2021,2:00:00,6.8,R ugm-3,0.2,R ugm-3
26/09/2021,3:00:00,6.2,R ugm-3,0.3,R ugm-3
26/09/2021,4:00:00,7.1,R ugm-3,0.4,R ugm-3
26/09/2021,5:00:00,7.4,R ugm-3,0.3,R ugm-3
26/09/2021,6:00:00,7.7,R ugm-3,0.2,R ugm-3
26/09/2021,7:00:00,7.6,R ugm-3,0.1,R ugm-3
26/09/2021,8:00:00,8.1,R ugm-3,0.2,R ugm-3
26/09/2021,9:00:00,7,R ugm-3,0.1,R ugm-3
26/09/2021,10:00:00,7.3,R ugm-3,0.1,R ugm-3
26/09/2021,11:00:00,6.5,R ugm-3,0.1,R ugm-3
26/09/2021,12:00:00,7.8,R ugm-3,0.5,R ugm-3
26/09/2021,13:00:00,7.8,R ugm-3,0.8,R ugm-3
26/09/2021,14:00:00,10.6,R ugm-3,1,R ugm-3
26/09/2021,15:00:00,8,R ugm-3,1.1,R ugm-3
26/09/2021,16:00:00,7.9,R ugm-3,1,R ugm-3
26/09/2021,17:00:00,9.2,R ugm-3,1.1,R ugm-3
26/09/2021,18:00:00,5.6,R ugm-3,0.8,R ugm-3
26/09/2021,19:00:00,4.5,R ugm-3,0.7,R ugm-3
26/09/2021,20:00:00,3.2,R ugm-3,0.5,R ugm-3
26/09/2021,21:00:00,3.1,R ugm-3,0.4,R ugm-3
26/09/2021,22:00:00,3.4,R ugm-3,0.2,R ugm-3
26/09/2021,23:00:00,2.9,R ugm-3,0.1,R ugm-3
26/09/2021,24:00:00,4,R ugm-3,0.1,R ugm-3
27/09/2021,1:00:00,4.1,R ugm-3,0.1,R ugm-3
27/09/2021,2:00:00,3.3,R ugm-3,0.1,R ugm-3
27/09/2021,3:00:00,2.6,R ugm-3,0.1,R ugm-3
27/09/2021,4:00:00,1.8,R ugm-3,0.1,R ugm-3
27/09/2021,5:00:00,1.3,R ugm-3,0.1,R ugm-3
27/09/2021,6:00:00,2,R ugm-3,0.1,R ugm-3
27/09/2021,7:00:00,2,R ugm-3,0.1,R ugm-3
27/09/2021,8:00:00,1.8,R ugm-3,0.1,R ugm-3
27/09/2021,9:00:00,6.4,R ugm-3,0.1,R ugm-3
27/09/2021,10:00:00,6.5,R ugm-3,0.3,R ugm-3
27/09/2021,11:00:00,10.1,R ugm-3,0.7,R ugm-3
27/09/2021,12:00:00,14.2,R ugm-3,1.4,R ugm-3
27/09/2021,13:00:00,11.6,R ugm-3,1.1,R ugm-3
27/09/2021,14:00:00,11.4,R ugm-3,1.4,R ugm-3
27/09/2021,15:00:00,14.3,R ugm-3,1.5,R ugm-3
27/09/2021,16:00:00,13.5,R ugm-3,1.6,R ugm-3
27/09/2021,17:00:00,11,R ugm-3,1.4,R ugm-3
27/09/2021,18:00:00,9.3,R ugm-3,1.5,R ugm-3
27/09/2021,19:00:00,5.1,R ugm-3,0.9,R ugm-3
27/09/2021,20:00:00,5.4,R ugm-3,1.3,R ugm-3
27/09/2021,21:00:00,4.5,R ugm-3,1,R ugm-3
27/09/2021,22:00:00,4.6,R ugm-3,1,R ugm-3
27/09/2021,23:00:00,3.8,R ugm-3,0.9,R ugm-3
27/09/2021,24:00:00,6.8,R ugm-3,1.2,R ugm-3
28/09/2021,1:00:00,6.2,R ugm-3,1.1,R ugm-3
28/09/2021,2:00:00,4.4,R ugm-3,0.9,R ugm-3
28/09/2021,3:00:00,4.8,R ugm-3,0.8,R ugm-3
28/09/2021,4:00:00,4.2,R ugm-3,0.6,R ugm-3
28/09/2021,5:00:00,6.4,R ugm-3,0.7,R ugm-3
28/09/2021,6:00:00,7.3,R ugm-3,0.6,R ugm-3
28/09/2021,7:00:00,9.6,R ugm-3,0.8,R ugm-3
28/09/2021,8:00:00,12.8,R ugm-3,1.2,R ugm-3
28/09/2021,9:00:00,13.5,R ugm-3,1.4,R ugm-3
28/09/2021,10:00:00,8.2,R ugm-3,1.2,R ugm-3
28/09/2021,11:00:00,7.7,R ugm-3,1,R ugm-3
28/09/2021,12:00:00,4.6,R ugm-3,0.6,R ugm-3
28/09/2021,13:00:00,5.6,R ugm-3,1,R ugm-3
28/09/2021,14:00:00,8.5,R ugm-3,1.6,R ugm-3
28/09/2021,15:00:00,6.4,R ugm-3,1.1,R ugm-3
28/09/2021,16:00:00,7.5,R ugm-3,1.6,R ugm-3
28/09/2021,17:00:00,2.5,R ugm-3,0.5,R ugm-3
28/09/2021,18:00:00,1.5,R ugm-3,0.2,R ugm-3
28/09/2021,19:00:00,3.1,R ugm-3,0.2,R ugm-3
28/09/2021,20:00:00,1.7,R ugm-3,0.1,R ugm-3
28/09/2021,21:00:00,2.3,R ugm-3,0.1,R ugm-3
28/09/2021,22:00:00,1,R ugm-3,0.1,R ugm-3
28/09/2021,23:00:00,0.7,R ugm-3,0.1,R ugm-3
28/09/2021,24:00:00,1.2,R ugm-3,0.1,R ugm-3
29/09/2021,1:00:00,1.7,R ugm-3,0.1,R ugm-3
29/09/2021,2:00:00,1,R ugm-3,0.1,R ugm-3
29/09/2021,3:00:00,1.4,R ugm-3,0.1,R ugm-3
29/09/2021,4:00:00,7.9,R ugm-3,0.1,R ugm-3
29/09/2021,5:00:00,4.8,R ugm-3,0.1,R ugm-3
29/09/2021,6:00:00,5.3,R ugm-3,0.1,R ugm-3
29/09/2021,7:00:00,8,R ugm-3,0.1,R ugm-3
29/09/2021,8:00:00,12.6,R ugm-3,0.3,R ugm-3
29/09/2021,9:00:00,12.9,R ugm-3,0.8,R ugm-3
29/09/2021,10:00:00,12.1,R ugm-3,1.2,R ugm-3
29/09/2021,11:00:00,12.2,R ugm-3,1.6,R ugm-3
29/09/2021,12:00:00,14.7,R ugm-3,1.7,R ugm-3
29/09/2021,13:00:00,14.6,R ugm-3,1.9,R ugm-3
29/09/2021,14:00:00,17,R ugm-3,2.2,R ugm-3
29/09/2021,15:00:00,12.4,R ugm-3,1.8,R ugm-3
29/09/2021,16:00:00,12,R ugm-3,1.9,R ugm-3
29/09/2021,17:00:00,12.7,R ugm-3,1.8,R ugm-3
29/09/2021,18:00:00,9.7,R ugm-3,1.7,R ugm-3
29/09/2021,19:00:00,12.1,R ugm-3,1.8,R ugm-3
29/09/2021,20:00:00,11.1,R ugm-3,1.6,R ugm-3
29/09/2021,21:00:00,11.5,R ugm-3,1.6,R ugm-3
29/09/2021,22:00:00,7,R ugm-3,1.3,R ugm-3
29/09/2021,23:00:00,6.2,R ugm-3,1.1,R ugm-3
29/09/2021,24:00:00,4.9,R ugm-3,0.8,R ugm-3
30/09/2021,1:00:00,5,R ugm-3,0.7,R ugm-3
30/09/2021,2:00:00,4.6,R ugm-3,0.6,R ugm-3
30/09/2021,3:00:00,3.8,R ugm-3,0.5,R ugm-3
30/09/2021,4:00:00,3.3,R ugm-3,0.7,R ugm-3
30/09/2021,5:00:00,4.7,R ugm-3,0.8,R ugm-3
30/09/2021,6:00:00,5.7,R ugm-3,1,R ugm-3
30/09/2021,7:00:00,5.6,R ugm-3,1,R ugm-3
30/09/2021,8:00:00,9,R ugm-3,1,R ugm-3
30/09/2021,9:00:00,9.2,R ugm-3,1.1,R ugm-3
30/09/2021,10:00:00,11.5,R ugm-3,1.2,R ugm-3
30/09/2021,11:00:00,7.6,R ugm-3,1.4,R ugm-3
30/09/2021,12:00:00,13.7,R ugm-3,1.6,R ugm-3
