TravelDate,DayOFWeek,Station,EntryTapCount,ExitTapCount,Borough,LINES,NETWORK,Zone,x,y
20220104,Tuesday,Bank,11226,10615,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220104,Tuesday,Barbican,3543,3716,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220104,Tuesday,Blackfriars,7278,7388,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220104,Tuesday,Chancery Lane,5377,4901,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220104,Tuesday,Liverpool Street,27052,28485,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220104,Tuesday,Liverpool Street,27052,28485,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220104,Tuesday,Liverpool Street,27052,28485,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220104,Tuesday,Mansion House,1877,1984,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220104,Tuesday,Monument,5031,5263,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220104,Tuesday,Moorgate,8454,9013,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220105,Wednesday,Aldgate,3559,4514,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220105,Wednesday,Bank,12131,11705,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220105,Wednesday,Barbican,3914,4023,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220105,Wednesday,Blackfriars,8207,7799,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220105,Wednesday,Chancery Lane,6235,6223,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220105,Wednesday,Liverpool Street,30472,32138,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220105,Wednesday,Liverpool Street,30472,32138,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220105,Wednesday,Liverpool Street,30472,32138,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220105,Wednesday,Mansion House,2146,2099,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220105,Wednesday,Monument,5510,6198,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220105,Wednesday,Moorgate,9243,9862,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220106,Thursday,Aldgate,3749,4681,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220106,Thursday,Bank,12456,11463,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220106,Thursday,Barbican,4602,4913,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220106,Thursday,Blackfriars,7817,8038,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220106,Thursday,Chancery Lane,6106,5118,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220106,Thursday,Liverpool Street,36374,33162,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220106,Thursday,Liverpool Street,36374,33162,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220106,Thursday,Liverpool Street,36374,33162,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220106,Thursday,Mansion House,2327,2583,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220106,Thursday,Monument,5689,6504,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220106,Thursday,Moorgate,10542,11199,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220107,Friday,Aldgate,3583,4585,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220107,Friday,Bank,12086,12296,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220107,Friday,Barbican,4043,4223,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220107,Friday,Blackfriars,8073,7673,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220107,Friday,Chancery Lane,6167,6892,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220107,Friday,Liverpool Street,33626,35587,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220107,Friday,Liverpool Street,33626,35587,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220107,Friday,Liverpool Street,33626,35587,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220107,Friday,Mansion House,2086,2151,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220107,Friday,Monument,5521,6373,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220107,Friday,Moorgate,9254,10223,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220108,Saturday,Aldgate,3421,5100,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220108,Saturday,Bank,10089,11375,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220108,Saturday,Barbican,2493,2938,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220108,Saturday,Blackfriars,0,5,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220108,Saturday,Chancery Lane,2010,2101,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220108,Saturday,Liverpool Street,32609,33781,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220108,Saturday,Liverpool Street,32609,33781,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220108,Saturday,Liverpool Street,32609,33781,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220108,Saturday,Monument,22,22,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220108,Saturday,Moorgate,5570,6199,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220109,Sunday,Aldgate,2091,2591,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220109,Sunday,Bank,5436,5334,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220109,Sunday,Barbican,1928,2029,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220109,Sunday,Blackfriars,2230,1413,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220109,Sunday,Chancery Lane,1062,1101,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220109,Sunday,Liverpool Street,23427,23088,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220109,Sunday,Liverpool Street,23427,23088,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220109,Sunday,Liverpool Street,23427,23088,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220109,Sunday,Mansion House,396,243,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220109,Sunday,Monument,2178,2220,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220109,Sunday,Moorgate,4045,3988,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220110,Monday,Aldgate,3905,4653,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220110,Monday,Bank,14935,15078,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220110,Monday,Barbican,5040,5260,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220110,Monday,Blackfriars,6568,6280,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220110,Monday,Chancery Lane,7268,7702,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220110,Monday,Liverpool Street,30815,33406,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220110,Monday,Liverpool Street,30815,33406,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220110,Monday,Liverpool Street,30815,33406,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220110,Monday,Mansion House,2457,2406,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220110,Monday,Monument,5022,5585,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220110,Monday,Moorgate,11290,12141,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220111,Tuesday,Aldgate,4409,5171,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220111,Tuesday,Bank,17677,18233,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220111,Tuesday,Barbican,5517,5654,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220111,Tuesday,Blackfriars,7286,6912,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220111,Tuesday,Chancery Lane,8692,9125,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220111,Tuesday,Liverpool Street,33075,35670,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220111,Tuesday,Liverpool Street,33075,35670,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220111,Tuesday,Liverpool Street,33075,35670,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220111,Tuesday,Mansion House,2803,2792,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220111,Tuesday,Monument,6149,6808,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220111,Tuesday,Moorgate,12954,13636,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220112,Wednesday,Aldgate,4621,5701,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220112,Wednesday,Bank,19497,19593,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220112,Wednesday,Barbican,5384,5603,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220112,Wednesday,Blackfriars,7816,7321,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220112,Wednesday,Chancery Lane,8892,9516,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220112,Wednesday,Liverpool Street,38761,43005,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220112,Wednesday,Liverpool Street,38761,43005,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220112,Wednesday,Liverpool Street,38761,43005,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220112,Wednesday,Mansion House,3062,3175,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220112,Wednesday,Monument,6819,7508,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220112,Wednesday,Moorgate,13010,14085,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220113,Thursday,Aldgate,4682,5716,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220113,Thursday,Bank,19786,20516,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220113,Thursday,Barbican,5839,6165,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220113,Thursday,Blackfriars,8114,7816,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220113,Thursday,Chancery Lane,8858,9704,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220113,Thursday,Liverpool Street,38430,41555,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220113,Thursday,Liverpool Street,38430,41555,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220113,Thursday,Liverpool Street,38430,41555,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220113,Thursday,Mansion House,3284,3321,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220113,Thursday,Monument,7198,8058,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220113,Thursday,Moorgate,13813,15002,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220114,Friday,Aldgate,4383,5935,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220114,Friday,Bank,17123,17714,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220114,Friday,Barbican,5922,6192,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220114,Friday,Blackfriars,8923,8083,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220114,Friday,Chancery Lane,7916,8821,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220114,Friday,Liverpool Street,39415,43124,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220114,Friday,Liverpool Street,39415,43124,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220114,Friday,Liverpool Street,39415,43124,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220114,Friday,Mansion House,2631,2880,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220114,Friday,Monument,6385,7882,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220114,Friday,Moorgate,11863,13434,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220115,Saturday,Aldgate,3761,5451,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220115,Saturday,Bank,8938,10144,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220115,Saturday,Barbican,3863,4397,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220115,Saturday,Blackfriars,5827,5342,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220115,Saturday,Chancery Lane,4060,4481,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220115,Saturday,Liverpool Street,42532,45978,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220115,Saturday,Liverpool Street,42532,45978,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220115,Saturday,Liverpool Street,42532,45978,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220115,Saturday,Mansion House,1824,1811,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220115,Saturday,Monument,5823,7191,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220115,Saturday,Moorgate,5396,6535,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220116,Sunday,Aldgate,2499,3195,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220116,Sunday,Bank,5073,5192,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220116,Sunday,Barbican,2264,2692,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220116,Sunday,Blackfriars,4643,3425,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220116,Sunday,Chancery Lane,1877,2068,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220116,Sunday,Liverpool Street,25150,26035,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220116,Sunday,Liverpool Street,25150,26035,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220116,Sunday,Liverpool Street,25150,26035,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220116,Sunday,Mansion House,1199,1190,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220116,Sunday,Monument,3909,4311,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220116,Sunday,Moorgate,3612,4679,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220117,Monday,Aldgate,4609,5619,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220117,Monday,Bank,16856,17855,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220117,Monday,Barbican,6029,6346,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220117,Monday,Blackfriars,7739,7378,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220117,Monday,Chancery Lane,8306,8995,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220117,Monday,Liverpool Street,35716,38147,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220117,Monday,Liverpool Street,35716,38147,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220117,Monday,Liverpool Street,35716,38147,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220117,Monday,Mansion House,3126,3278,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220117,Monday,Monument,5891,6678,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220117,Monday,Moorgate,11102,13227,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220118,Tuesday,Aldgate,5122,6333,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220118,Tuesday,Bank,18005,19655,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220118,Tuesday,Barbican,6423,6860,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220118,Tuesday,Blackfriars,8866,8511,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220118,Tuesday,Chancery Lane,9600,10454,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220118,Tuesday,Liverpool Street,39458,42472,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220118,Tuesday,Liverpool Street,39458,42472,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220118,Tuesday,Liverpool Street,39458,42472,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220118,Tuesday,Mansion House,4110,4121,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220118,Tuesday,Monument,7276,7759,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220118,Tuesday,Moorgate,12935,15026,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220119,Wednesday,Aldgate,5484,6476,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220119,Wednesday,Bank,20425,21911,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220119,Wednesday,Barbican,6744,7147,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220119,Wednesday,Blackfriars,9140,8905,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220119,Wednesday,Chancery Lane,10216,10938,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220119,Wednesday,Liverpool Street,42045,44854,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220119,Wednesday,Liverpool Street,42045,44854,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220119,Wednesday,Liverpool Street,42045,44854,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220119,Wednesday,Mansion House,4061,4287,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220119,Wednesday,Monument,7558,7874,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220119,Wednesday,Moorgate,12922,15206,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220120,Thursday,Aldgate,5949,6688,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220120,Thursday,Bank,21428,23522,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220120,Thursday,Barbican,7089,7570,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220120,Thursday,Blackfriars,9686,9230,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220120,Thursday,Chancery Lane,10529,11541,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220120,Thursday,Liverpool Street,45023,48233,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220120,Thursday,Liverpool Street,45023,48233,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220120,Thursday,Liverpool Street,45023,48233,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220120,Thursday,Mansion House,4152,4570,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220120,Thursday,Monument,7951,8696,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220120,Thursday,Moorgate,14851,16804,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220121,Friday,Aldgate,5338,6970,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220121,Friday,Bank,17389,19093,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220121,Friday,Barbican,6412,6933,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220121,Friday,Blackfriars,8515,8179,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220121,Friday,Chancery Lane,9305,9821,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220121,Friday,Liverpool Street,45381,48397,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220121,Friday,Liverpool Street,45381,48397,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220121,Friday,Liverpool Street,45381,48397,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220121,Friday,Mansion House,3407,3627,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
20220121,Friday,Monument,6943,8299,City of London,"District, Circle",London Underground,1.0,-0.084502291,51.51020898
20220121,Friday,Moorgate,11066,13678,City of London,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1.0,-0.087700241,51.5178533
20220122,Saturday,Aldgate,4639,5954,City of London,"Metropolitan, Circle",London Underground,1.0,-0.0742363,51.51398203
20220122,Saturday,Bank,9586,10115,City of London,"Waterloo & City, Northern, Central",London Underground,1.0,-0.08729695,51.51291511
20220122,Saturday,Barbican,3988,4442,City of London,"Metropolitan, Circle, Hammersmith & City",London Underground,1.0,-0.097189673,51.51969921
20220122,Saturday,Blackfriars,6698,6587,City of London,"District, Circle",London Underground,1.0,-0.102020251,51.51111447
20220122,Saturday,Chancery Lane,4591,5045,City of London,Central,London Underground,1.0,-0.109960547,51.5177395
20220122,Saturday,Liverpool Street,43747,46807,City of London,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1.0,-0.081601363,51.5168424
20220122,Saturday,Liverpool Street,43747,46807,City of London,,London Overground,1.0,-0.080013644,51.51752768
20220122,Saturday,Liverpool Street,43747,46807,City of London,,TfL Rail,1.0,-0.081601363,51.5168424
20220122,Saturday,Mansion House,2144,2484,City of London,"District, Circle",London Underground,1.0,-0.092495313,51.51130597
