Date,NO_weighted_value(ug m-3)
2018-01-01,21.1
2018-01-02,35.9
2018-01-03,34.8
2018-01-04,59.3
2018-01-05,86.7
2018-01-06,81.6
2018-01-07,17.0
2018-01-08,93.5
2018-01-09,136.89999
2018-01-10,170.8
2018-01-11,218.5
2018-01-12,151.2
2018-01-13,57.4
2018-01-14,58.2
2018-01-15,78.9
2018-01-16,98.4
2018-01-17,123.7
2018-01-18,131.0
2018-01-19,128.60001
2018-01-20,242.3
2018-01-21,104.4
2018-01-22,270.60001
2018-01-23,78.5
2018-01-24,83.3
2018-01-25,131.7
2018-01-26,263.39999
2018-01-27,57.5
2018-01-28,32.3
2018-01-29,83.0
2018-01-30,218.89999
2018-01-31,101.8
2018-02-01,123.9
2018-02-02,124.6
2018-02-03,77.2
2018-02-04,24.6
2018-02-05,84.4
2018-02-06,210.0
2018-02-07,216.60001
2018-02-08,116.3
2018-02-09,104.2
2018-02-10,35.9
2018-02-11,28.8
2018-02-12,72.2
2018-02-13,71.0
2018-02-14,82.4
2018-02-15,113.8
2018-02-16,156.0
2018-02-17,102.8
2018-02-18,37.6
2018-02-19,169.10001
2018-02-20,92.3
2018-02-21,188.5
2018-02-22,129.2
2018-02-23,110.6
2018-02-24,59.7
2018-02-25,23.0
2018-02-26,94.5
2018-02-27,51.58
2018-02-28,21.66
2018-03-01,66.9
2018-03-02,66.0
2018-03-03,54.2
2018-03-04,28.0
2018-03-05,70.5
2018-03-06,111.0
2018-03-07,110.6
2018-03-08,24.240000000000002
2018-03-09,19.3
2018-03-10,14.45
2018-03-11,15.14
2018-03-12,13.64
2018-03-13,16.32
2018-03-14,16.240000000000002
2018-03-15,17.1
2018-03-16,18.52
2018-03-17,16.1
2018-03-18,20.740000000000002
2018-03-19,17.46
2018-03-20,18.4
2018-03-21,10.075
2018-03-22,22.8
2018-03-23,77.2
2018-03-24,65.6
2018-03-25,43.8
2018-03-26,185.5
2018-03-27,160.3
2018-03-28,212.8
2018-03-29,116.1
2018-03-30,27.3
2018-03-31,29.2
2018-04-01,19.4
2018-04-02,10.8
2018-04-03,41.1
2018-04-04,38.7
2018-04-05,86.5
2018-04-06,58.5
2018-04-07,55.8
2018-04-08,36.9
2018-04-09,103.0
2018-04-10,113.0
2018-04-11,140.5
2018-04-12,145.89999
2018-04-13,155.60001
2018-04-14,61.1
2018-04-15,23.8
2018-04-16,55.9
2018-04-17,39.6
2018-04-18,149.5
2018-04-19,232.3
2018-04-20,172.7
2018-04-21,44.8
2018-04-22,25.1
2018-04-23,76.2
2018-04-24,78.0
2018-04-25,74.5
2018-04-26,75.4
2018-04-27,155.10001
2018-04-28,95.6
2018-04-29,38.9
2018-04-30,60.7
2018-05-01,103.9
2018-05-02,90.0
2018-05-03,208.3
2018-05-04,174.0
2018-05-05,83.7
2018-05-06,37.9
2018-05-07,27.7
2018-05-08,148.2
2018-05-09,130.2
2018-05-10,117.3
2018-05-11,59.6
2018-05-12,87.9
2018-05-13,47.3
2018-05-14,59.5
2018-05-15,100.9
2018-05-16,82.6
2018-05-17,91.0
2018-05-18,136.7
2018-05-19,103.9
2018-05-20,36.0
2018-05-21,158.5
2018-05-22,95.2
2018-05-23,67.4
2018-05-24,139.39999
2018-05-25,128.7
2018-05-26,14.1
2018-05-27,15.5
2018-05-28,14.3
2018-05-29,65.6
2018-05-30,128.2
2018-05-31,77.9
2018-06-01,104.1
2018-06-02,50.9
2018-06-03,36.7
2018-06-04,74.6
2018-06-05,77.5
2018-06-06,123.9
2018-06-07,130.7
2018-06-08,100.8
2018-06-09,41.3
2018-06-10,12.0
2018-06-11,90.9
2018-06-12,88.8
2018-06-13,87.8
2018-06-14,62.0
2018-06-15,85.0
2018-06-16,14.5
2018-06-17,10.3
2018-06-18,33.4
2018-06-19,65.0
2018-06-20,41.6
2018-06-21,59.5
2018-06-22,69.8
2018-06-23,28.2
2018-06-24,18.4
2018-06-25,87.7
2018-06-26,87.3
2018-06-27,55.5
2018-06-28,59.5
2018-06-29,49.3
2018-06-30,16.1
2018-07-01,7.5
2018-07-02,31.8
2018-07-03,35.2
2018-07-04,73.5
2018-07-05,110.2
2018-07-06,59.3
2018-07-07,24.6
2018-07-08,12.3
2018-07-09,77.7
2018-07-10,52.0
2018-07-11,68.3
2018-07-12,73.1
2018-07-13,64.6
2018-07-14,28.7
2018-07-15,15.8
2018-07-16,76.1
2018-07-17,59.3
2018-07-18,113.8
2018-07-19,74.6
2018-07-20,48.4
2018-07-21,38.0
2018-07-22,21.9
2018-07-23,72.4
2018-07-24,68.0
2018-07-25,106.1
2018-07-26,71.3
2018-07-27,76.9
2018-07-28,11.0
2018-07-29,6.7
2018-07-30,38.4
2018-07-31,54.6
2018-08-01,62.5
2018-08-02,80.6
2018-08-03,69.9
2018-08-04,19.7
2018-08-05,14.6
2018-08-06,67.7
2018-08-07,58.9
2018-08-08,46.5
2018-08-09,103.5
2018-08-10,57.8
2018-08-11,34.2
2018-08-12,9.8
2018-08-13,63.1
2018-08-14,95.1
2018-08-15,51.5
2018-08-16,67.5
2018-08-17,72.3
2018-08-18,12.4
2018-08-19,11.7
2018-08-20,70.3
2018-08-21,57.7
2018-08-22,61.4
2018-08-23,55.9
2018-08-24,48.5
2018-08-25,27.9
2018-08-26,12.3
2018-08-27,12.3
2018-08-28,43.1
2018-08-29,58.2
2018-08-30,75.1
2018-08-31,58.9
2018-09-01,23.5
2018-09-02,15.5
2018-09-03,83.9
2018-09-04,44.3
2018-09-05,23.7
2018-09-06,20.6
2018-09-07,16.8
2018-09-08,10.9
2018-09-09,4.4
2018-09-10,26.625
2018-09-11,12.325
2018-09-12,15.725
2018-09-13,19.325
2018-09-14,39.0
2018-09-15,26.3
2018-09-16,7.2
2018-09-17,17.2
2018-09-18,16.8
2018-09-19,15.3
2018-09-20,16.1
2018-09-21,28.0
2018-09-22,27.5
2018-09-23,7.6
2018-09-24,67.4
2018-09-25,120.5
2018-09-26,67.7
2018-09-27,107.0
2018-09-28,53.0
2018-09-29,68.3
2018-09-30,24.7
2018-10-01,45.9
2018-10-02,67.0
2018-10-03,134.7
2018-10-04,102.0
2018-10-05,159.5
2018-10-06,29.4
2018-10-07,40.6
2018-10-08,57.9
2018-10-09,65.3
2018-10-10,116.2
2018-10-11,30.3
2018-10-12,15.7
2018-10-13,11.3
2018-10-14,14.8
2018-10-15,95.1
2018-10-16,59.4
2018-10-17,159.0
2018-10-18,70.4
2018-10-19,117.1
2018-10-20,144.39999
2018-10-21,39.4
2018-10-22,77.8
2018-10-23,76.9
2018-10-24,102.6
2018-10-25,106.9
2018-10-26,59.0
2018-10-27,23.9
2018-10-28,17.4
2018-10-29,60.8
2018-10-30,72.3
2018-10-31,141.8
2018-11-01,135.10001
2018-11-02,158.2
2018-11-03,14.1
2018-11-04,21.3
2018-11-05,168.8
2018-11-06,49.9
2018-11-07,61.9
2018-11-08,37.8
2018-11-09,41.9
2018-11-10,32.5
2018-11-11,12.3
2018-11-12,41.9
2018-11-13,63.2
2018-11-14,55.6
2018-11-15,85.4
2018-11-16,124.5
2018-11-17,57.2
2018-11-18,26.0
2018-11-19,45.0
2018-11-20,95.1
2018-11-21,138.5
2018-11-22,250.3
2018-11-23,159.5
2018-11-24,47.1
2018-11-25,23.4
2018-11-26,87.8
2018-11-27,91.9
2018-11-28,35.9
2018-11-29,37.3
2018-11-30,68.7
2018-12-01,21.8
2018-12-02,11.2
2018-12-03,66.4
2018-12-04,189.10001
2018-12-05,79.3
2018-12-06,55.4
2018-12-07,56.9
2018-12-08,17.4
2018-12-09,22.9
2018-12-10,114.8
2018-12-11,149.60001
2018-12-12,95.4
2018-12-13,143.89999
2018-12-14,137.2
2018-12-15,39.3
2018-12-16,29.0
2018-12-17,76.0
2018-12-18,37.1
2018-12-19,56.9
2018-12-20,66.6
2018-12-21,34.1
2018-12-22,29.2
2018-12-23,16.4
2018-12-24,51.3
2018-12-25,67.4
2018-12-26,13.6
2018-12-27,199.10001
2018-12-28,147.3
2018-12-29,32.6
2018-12-30,23.5
2018-12-31,24.7
2019-01-01,12.3
2019-01-02,38.0
2019-01-03,57.0
2019-01-04,73.9
2019-01-05,28.3
2019-01-06,25.7
2019-01-07,42.6
2019-01-08,42.4
2019-01-09,53.9
2019-01-10,167.39999
2019-01-11,113.7
2019-01-12,25.9
2019-01-13,11.3
2019-01-14,56.0
2019-01-15,51.1
2019-01-16,45.0
2019-01-17,70.6
2019-01-18,62.9
2019-01-19,36.3
2019-01-20,52.0
2019-01-21,162.10001
2019-01-22,114.6
2019-01-23,93.3
2019-01-24,194.10001
2019-01-25,101.8
2019-01-26,17.9
2019-01-27,9.5
2019-01-28,72.1
2019-01-29,77.9
2019-01-30,159.8
2019-01-31,148.7
2019-02-01,53.5
2019-02-02,17.6
2019-02-03,30.8
2019-02-04,75.7
2019-02-05,51.4
2019-02-06,88.2
2019-02-07,35.7
2019-02-08,21.6
2019-02-09,14.1
2019-02-10,14.9
2019-02-11,85.8
2019-02-12,86.0
2019-02-13,81.6
2019-02-14,143.2
2019-02-15,125.8
2019-02-16,24.6
2019-02-17,17.3
2019-02-18,39.2
2019-02-19,41.4
2019-02-20,35.7
2019-02-21,47.2
2019-02-22,126.1
2019-02-23,70.5
2019-02-24,69.5
2019-02-25,150.60001
2019-02-26,171.39999
2019-02-27,176.5
2019-02-28,53.4
2019-03-01,75.4
2019-03-02,6.5
2019-03-03,3.0
2019-03-04,31.9
2019-03-05,43.4
2019-03-06,24.4
2019-03-07,29.6
2019-03-08,48.2
2019-03-09,16.0
2019-03-10,11.3
2019-03-11,30.5
2019-03-12,29.9
2019-03-13,32.3
2019-03-14,34.5
2019-03-15,28.0
2019-03-16,9.5
2019-03-17,15.8
2019-03-18,67.9
2019-03-19,68.3
2019-03-20,60.3
2019-03-21,10.075
2019-03-22,54.2
2019-03-23,24.0
2019-03-24,20.0
2019-03-25,37.6
2019-03-26,88.3
2019-03-27,109.4
2019-03-28,101.8
2019-03-29,72.9
2019-03-30,67.9
2019-03-31,8.2
2019-04-01,70.4
2019-04-02,52.3
2019-04-03,76.6
2019-04-04,28.9
2019-04-05,32.3
2019-04-06,17.0
2019-04-07,22.6
2019-04-08,85.1
2019-04-09,45.5
2019-04-10,34.8
2019-04-11,46.3
2019-04-12,59.0
2019-04-13,16.2
2019-04-14,7.7
2019-04-15,36.5
2019-04-16,81.9
2019-04-17,54.0
2019-04-18,37.5
2019-04-19,9.8
2019-04-20,7.3
2019-04-21,4.3
2019-04-22,6.0
2019-04-23,41.0
2019-04-24,41.2
2019-04-25,29.0
2019-04-26,62.4
2019-04-27,21.8
2019-04-28,21.5
2019-04-29,141.2
2019-04-30,50.4
2019-05-01,77.5
2019-05-02,43.0
2019-05-03,58.0
2019-05-04,10.2
2019-05-05,9.2
2019-05-06,5.9
